"id","collection_folder_id","user_id","collection_name","is_private","is_public","is_shared","is_group","is_analysis","created_at","shared_by","active_shared","folder_size","upload_token"
"4aefeaaa-3442-4c08-8b45-443afa4665d3","5c141443-e60e-4354-9d68-de0855089055","6e5488de-b4ef-4e72-9737-618ce90a710a","IA et cas d'usage","1","0","0","0","0","2024-06-24 14:57:12",NULL,"0",NULL,NULL
"4d652da2-21cb-4dfe-9339-b55ef2302d8c","17f0b041-3a97-4878-86d2-9613f8620a60","850e90c6-cf06-41e5-92ac-f7ef32f3d67e","Omexom3","1","0","0","0","0","2024-04-05 15:45:02",NULL,"0",NULL,NULL
"4e912597-0d23-447b-9d8d-c235c0e50e6c","8fc6d572-aac4-4abc-84a5-be0799c89325","850e90c6-cf06-41e5-92ac-f7ef32f3d67e","Soft skills RH","1","0","0","0","0","2024-05-30 09:57:19",NULL,"0",NULL,NULL
"4f17720a-5c7a-4a4d-b493-0105e85147e4","16a3d0fe-75cd-4b39-b8cb-0b17c65680db","7aa77b88-afc6-11ee-b485-9616de9ca6c5","test_collection","1","0","0","0",NULL,"2024-01-31 11:28:28",NULL,NULL,NULL,NULL
"51e2c035-b0c4-478a-aa3d-8ee7ab5ee015","e09b980f-ac47-4f12-8b40-6b092dc7c8df","2e0b8ae4-c030-11ee-9b54-0242c0a81004","Anglais","1","0","0","0","0","2024-06-10 08:28:17",NULL,"0",NULL,NULL
"51f3b580-a9bf-476c-99c0-6861116ea65e","b9874cdd-469c-4a1f-8295-652d26b1f085","2e0b8ae4-c030-11ee-9b54-0242c0a81004","test Andofitia","1","0","0","0","0","2024-04-22 08:40:22",NULL,"0",NULL,NULL
"51fb1181-f928-46ca-adbd-e630b2bb331e","f234dfa1-e404-4d34-bf4c-d9dbd03d55da","c854bddf-da9f-4c4c-99a1-ad0feafcd275","Sortie contre avis","1","0","0","0","0","2024-06-25 09:05:51",NULL,"0",NULL,NULL
"53c08fda-b402-40b2-857c-9764e3792faa","eb29d7eb-096e-4b95-bf1a-22d737aa4bd5","7aa77b88-afc6-11ee-b485-9616de9ca6c5","njiiiuhiuhu","1","0","0","0",NULL,"2024-01-25 12:43:22",NULL,NULL,NULL,NULL
"541b95b2-961b-4535-90a5-71092ec58d91","0a472545-3e31-4326-bdc7-cb2819f873fc","7aa77b88-afc6-11ee-b485-9616de9ca6c5","agendize","1","0","0","0","0","2024-04-02 14:51:00",NULL,"0",NULL,NULL
"552b6343-287b-46c1-99bb-167f024764aa","e5287413-b703-4672-b1fc-35ab73b99869","850e90c6-cf06-41e5-92ac-f7ef32f3d67e","Selling","1","0","0","0","0","2024-06-20 16:18:02",NULL,"0",NULL,NULL
